Transaction ID,Amount,Currency,Payment Method,Status,Timestamp,Merchant ID,Customer ID,Payment Gateway,Authorization Code
62a03ede-45fa-4fc1-8f1e-f4dd1848c915,502.34,USD,Bank Transfer,Completed,2025-03-17 20:02:58,fda131c3-76a7-4311-9b72-546205c78f56,b43e27fa-dd83-4c5b-8934-8439e0b113bb,PayPal,20ac9f14-6fc3-47fa-b594-a6f66d2ad29f
5c95a4b8-843e-479d-bd7a-b40f7bcdb155,228.23,USD,Bank Transfer,Failed,2025-03-09 13:23:26,cc309a9d-e526-4644-a339-982c478cdf34,284acd1a-7810-4d24-808d-eaaad45de166,PayPal,8ccbf5ab-2062-45e8-b755-4e9b13eadf92
bfb4bece-4d4e-404c-b3de-a95434055db3,455.9,SEK,Debit Card,Pending,2025-03-13 08:16:39,a90920fd-3b2e-41f0-ac59-8e3314841c02,f38cedc7-cb19-452d-8c27-8a8523f6cb72,Stripe,1da7087a-4661-4477-a213-35f2c2cba076
107fb2b2-d185-49a5-bf83-a8823ce35755,422.77,USD,Debit Card,Completed,2025-02-11 10:20:15,f6d3aceb-95aa-45c5-b34f-ca2945ee6878,0afee000-844e-412d-87db-6b0428d70578,Stripe,542a3a4b-2fdf-4df2-8682-ce05b3eedb09
c7de21bf-760a-44f4-ab81-5eb9c6632c75,873.85,SEK,Credit Card,Failed,2025-02-16 22:49:28,941eecc6-8080-4576-97e1-b047a005a05c,fbfb7ed6-7a93-453a-a005-61f979e919ef,PayPal,3ae01d60-01be-4e49-b761-047ed8f3bbe5
1746f74a-ca96-4500-b5af-642bf11747be,640.81,USD,Bank Transfer,Failed,2025-01-23 21:23:42,3ef3f60f-0f78-4177-8edd-02fcaa86fac9,ecca9854-dd27-446c-acef-f7b2c66ca3cf,Stripe,3ff46491-8cc6-4cf8-9520-0d6dd44b6bb9
fd5aa897-9e81-472c-a4d3-c058d9b1ae38,701.37,USD,Bank Transfer,Pending,2025-02-08 09:38:37,3167be6b-73f8-42a8-a553-d68c5e90271a,ef3da1bc-1e5b-4955-aa4c-a0f2c57a1bab,Stripe,bb4744f6-03c0-4341-93fb-01548e146cc1
7afbe367-ec43-4181-abfa-2994776b0ddf,744.07,SEK,Credit Card,Pending,2025-02-16 05:45:44,8dbc75eb-3359-425d-b6bf-8dd5872fd7b5,ad7462fc-e35c-4e0f-b712-8f67466d2cff,PayPal,28f2d711-715d-4598-89a4-fd55ae400687
f424dc23-94dc-4934-8d8a-ada5867764cc,25.77,USD,Credit Card,Failed,2025-01-29 13:04:41,cc403a68-f9dd-4e98-88a4-94b432a1498b,dfa044ee-e57b-44db-9bcf-ffed490e901d,Stripe,eb2d189f-dde0-4997-8b0c-f3fe1132179a
697f1d13-b15e-4bfc-a864-e858e1c5cff7,414.37,USD,Credit Card,Completed,2025-03-02 02:31:24,8d9bb6b2-3c79-467f-bdfd-9108d2baa4d3,b0e5ca81-4991-44b9-a4c8-d39b4bc19316,PayPal,6bd99311-4650-4a94-b039-eca80e581d95
a70c74ee-4549-4401-8d17-0ffd5d2756d3,63.55,SEK,Bank Transfer,Failed,2025-02-11 03:16:54,cb85ab0e-0189-46a7-a587-80ad255a811b,8c08d64f-0e62-43f5-b246-3cacbf40bd63,Stripe,88379f0a-6825-4b74-9287-79daf2bc9080
0222649d-26b8-4814-a639-27d0910a099b,355.25,SEK,Bank Transfer,Failed,2025-02-23 00:05:01,443c6d53-9843-42de-92f8-b65251b86f66,fdfeb8b0-2034-4d4a-9c88-5c8b97934aa7,PayPal,a2335757-089f-42ff-aa3b-4b1b836c7d17
236d5c81-a852-4871-b77c-178a2b3c9151,244.43,SEK,Debit Card,Failed,2025-02-07 07:49:05,2dcc73c2-fe10-4a38-b109-d7d45fce80a4,0ddaeb7c-0de9-4a70-a856-4cd356507400,PayPal,4d17c231-3e3a-4c37-9f49-00a43aa8431b
62174708-98ed-4af2-a7b7-2c39e35ca519,648.72,USD,Credit Card,Failed,2025-02-28 20:35:38,4a71ebe6-9960-429b-9e91-23c25c1c8f1d,fbeac7c6-0679-48e2-80f1-4d1e775e721d,PayPal,50da9edb-cc8f-4dfe-a8dd-3c443b65ce7d
74ded163-2a11-4010-9a57-695929c4cd53,14.58,SEK,Bank Transfer,Pending,2025-01-02 00:07:28,71e2c0b6-8b1e-46f6-878c-f5c033d60fa0,bf3d2e99-40ab-47c5-aa27-ad180aa2c2d3,PayPal,b7a16d3b-fe21-46fc-b2c6-fd3af292a3fe
5178b4c4-f880-4eab-8fec-3e21bff059f4,39.79,USD,Debit Card,Pending,2025-01-31 21:58:03,f4c7b9c6-ce26-4dcb-a1a9-2de200e009df,d477a288-7213-4dba-8911-e7c63e671e14,Stripe,8eac10b1-671e-4492-b93c-6c48c1e10195
085bd41a-fbb5-467e-81c8-8c9889c0bc69,706.42,SEK,Credit Card,Failed,2025-03-06 02:39:37,2a9fba0f-a3d8-45bd-93bc-f81bb658e564,689fa931-ff74-4b51-809f-afb70cc8897d,PayPal,9512efcd-f0c6-4ba7-9db1-906027cbf541
e53b3985-086d-424d-a97c-e5da9b809f71,811.04,USD,Bank Transfer,Completed,2025-01-28 05:33:39,c3e4283f-ab70-4520-9415-72c647587172,ed57a657-391f-4d6f-b257-eab266c6734a,PayPal,3afc92ab-5462-49d7-ab58-11e58749df9c
45c889d6-3dcd-4061-a5ee-867e5d4710d4,512.9,USD,Credit Card,Pending,2025-03-02 03:33:39,56040450-bd6c-441a-a002-283e3133cb2c,79d6fbc0-7182-460d-9123-0cceced090ad,Stripe,0801a200-10b4-4506-a9a2-78dd947809d8
69674290-7708-4b20-82a7-d4f40c3e9486,825.96,USD,Bank Transfer,Completed,2025-01-14 15:02:19,4e234eba-4ac5-4ff0-95c1-04f9affa5a77,d43830cb-b712-4556-b3d8-f4a02993c941,Stripe,fe116a28-ede9-426a-a468-3bba9f478ba7
812b59bd-0da9-4cc9-a436-7cadaa092911,591.58,USD,Debit Card,Failed,2025-01-28 01:08:26,73526b77-51dc-4a10-a870-e5c0428db45c,a33b2391-436c-4731-a6f2-dde26dda03e8,Stripe,4a056988-630a-4cb3-9131-a8a4d90db797
6625d70a-b8d5-4d68-8034-542ec46103fa,298.62,USD,Debit Card,Failed,2025-03-17 00:32:21,75924dae-4175-4b84-9b84-be23d4ef77dd,6d96bdb0-1558-41ca-97af-af971daa2355,Stripe,e4918f3b-da68-454e-b61e-cf5bd64d520a
02aa1e05-f302-4817-8a76-f8da3f3dad07,985.82,SEK,Credit Card,Failed,2025-03-14 16:48:42,f3d14708-a81d-4bc1-9ed8-1bade617344a,95012065-0292-49f9-846b-b5492ff12495,PayPal,64593614-2bff-4884-b5fa-fdb888726cfb
49a0042d-e1f7-46f8-b5be-1f402f7722b0,575.08,USD,Credit Card,Pending,2025-01-08 02:44:43,473e083b-9094-4b92-97f0-30e2a8b006ba,18035c1f-0496-4c1a-bd17-78327deed16a,Stripe,f977025a-950c-4879-9da3-3b7fe147cdf2
3f40bc85-4312-4c01-adb8-bcbf0195682e,213.92,USD,Debit Card,Failed,2025-01-29 07:14:39,d24a62aa-5b59-4c3e-b1f8-072dc50dbfc9,2e3bc0ca-42c8-4cff-b7c7-c9b597b8df5b,PayPal,4d3fbd50-d2cb-4ddb-a7f3-ff74d2a41fd0
